TSC Code,Sector,TSC_CCS Category,TSC_CCS Title,TSC_CCS Description,TSC_CCS Type
MED-MPN-5026-1.1,Media,Production and Direction,Production Planning and Scheduling,Establish and implement strategic production planning and scheduling to meet production targets and cycle time indices,tsc
MED-MPN-5027-1.1,Media,Production and Direction,Talent Casting,"Evaluate and select talent for productions which include managing auditions, interviews and selection and negotiation of scope, payments and terms of contract",tsc
MED-SRM-2009-1.1,Media,Production and Direction,Procurement for Production Operations,Manage the procurement of resources and services from external vendors to meet the production needs,tsc
MED-SRM-3009-1.1,Media,Production and Direction,Procurement for Production Operations,Manage the procurement of resources and services from external vendors to meet the production needs,tsc
MED-SRM-4009-1.1,Media,Production and Direction,Procurement for Production Operations,Manage the procurement of resources and services from external vendors to meet the production needs,tsc
MED-SRM-5009-1.1,Media,Production and Direction,Procurement for Production Operations,Manage the procurement of resources and services from external vendors to meet the production needs,tsc
MED-WSH-2022-1.1-1,Media,Production and Direction,Emergency Response Management,Content Post-Production,tsc
MED-WSH-3022-1.1-1,Media,Production and Direction,Emergency Response Management,Content Post-Production,tsc
MED-WSH-4022-1.1-1,Media,Production and Direction,Emergency Response Management,Content Post-Production,tsc
MED-WSH-5022-1.1-1,Media,Production and Direction,Emergency Response Management,Content Post-Production,tsc
MED-PPR-2008-1.2,Media,Professional Practice,Diversity Awareness and Management,"Apply awareness and sensitivity in working professionally with diverse individuals, groups and communities",tsc
MED-PPR-3008-1.2,Media,Professional Practice,Diversity Awareness and Management,"Apply awareness and sensitivity in working professionally with diverse individuals, groups and communities",tsc
MED-PPR-4008-1.2,Media,Professional Practice,Diversity Awareness and Management,"Apply awareness and sensitivity in working professionally with diverse individuals, groups and communities",tsc
MED-PPR-5008-1.2,Media,Professional Practice,Diversity Awareness and Management,"Apply awareness and sensitivity in working professionally with diverse individuals, groups and communities",tsc
MED-PPR-6008-1.2,Media,Professional Practice,Diversity Awareness and Management,"Apply awareness and sensitivity in working professionally with diverse individuals, groups and communities",tsc
MED-PVE-1010-1.2,Media,Professional Practice,"Ethics, Values and Legislation","Apply conduct, ethics, values and relevant legislation to uphold the integrity and reputation of the organisation and the profession",tsc
MED-PVE-2010-1.2,Media,Professional Practice,"Ethics, Values and Legislation","Apply conduct, ethics, values and relevant legislation to uphold the integrity and reputation of the organisation and the profession",tsc
MED-PVE-3010-1.2,Media,Professional Practice,"Ethics, Values and Legislation","Apply conduct, ethics, values and relevant legislation to uphold the integrity and reputation of the organisation and the profession",tsc
MED-PVE-4010-1.2,Media,Professional Practice,"Ethics, Values and Legislation","Apply conduct, ethics, values and relevant legislation to uphold the integrity and reputation of the organisation and the profession",tsc
MED-PVE-5010-1.2,Media,Professional Practice,"Ethics, Values and Legislation","Apply conduct, ethics, values and relevant legislation to uphold the integrity and reputation of the organisation and the profession",tsc
MED-PVE-6010-1.2,Media,Professional Practice,"Ethics, Values and Legislation","Apply conduct, ethics, values and relevant legislation to uphold the integrity and reputation of the organisation and the profession",tsc
MED-WSH-1008-1.1,Media,Safety and Health,Workplace Safety and Health,Establish a workplace safety and health system as well as maintain and comply with Workplace Safety and Health policies and procedures,tsc
MED-WSH-3008-1.1,Media,Safety and Health,Workplace Safety and Health,Establish a workplace safety and health system as well as maintain and comply with Workplace Safety and Health policies and procedures,tsc
MED-WSH-4008-1.1,Media,Safety and Health,Workplace Safety and Health,Establish a workplace safety and health system as well as maintain and comply with Workplace Safety and Health policies and procedures,tsc
MED-MED-3032-1.1,Media,"Safety, Health and Welfare",First-Responder Anti-Harassment Support Provision,"Prevent, detect and protect from harassment in the workplace to create safety for colleagues",tsc
MED-CFC-4017-1.1,Media,Sales and Distribution,Partnership Management,Build cooperative partnerships with inter-organisational and external stakeholders and leverage these relations to meet organisational objectives. This includes coordinating and strategising with internal and external stakeholders through close cooperation and exchange of information to solve problems,tsc
